"T","P",SMILES,co2,Cation,Anion
298.15,25.1,CC(C)C(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,0.246,CCCC[n+]1ccn(C)c1,CC(C)C(N)C(=O)[O-]
343.15,100.0,CCC[N+](C)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,0.011,CCC[N+](C)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
313.15,2780.0,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.588,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,99.9,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.019,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
312.45,6100.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.94,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
318.15,300.0,CC(C)C(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1.46,CCCC[n+]1ccn(C)c1,CC(C)C(N)C(=O)[O-]
318.15,2046.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.311,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.95,1230.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.3762,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.25,1493.0,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1285,CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
313.15,5710.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.543,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
354.05,2650.0,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.3012,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
343.15,83700.0,CC[n+]1ccn(C)c1.N#C[N-]C#N,0.585,CC[n+]1ccn(C)c1,N#C[N-]C#N
313.2,3860.0,CCCCCCCC[NH+]1C=CN(C)C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.407,CCCCCCCC[NH+]1C=CN(C)C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.43,3860.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.299,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
333.7,4890.0,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,0.42,CCCC[P+](CC)(CCCC)CCCC,CCOP(=O)([O-])OCC
313.2,2680.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.473,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
319.06,1390.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.661,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.18,3486.0,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.2,CCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
333.15,75000.0,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.714,CCCCCC[n+]1ccn(C)c1,N#C[N-]C#N
353.15,77200.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.634,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
318.25,759.7,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.1,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
323.15,194.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.0227,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
327.93,87600.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.727,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
363.3,2110.0,CN(C)C1=C(N(C)C)C1N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.237,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,2880.0,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.186,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
298.15,7290.0,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.811,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,11440.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.437,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
342.0,760.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1423,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,10790.0,CCCC[n+]1ccn(C)c1.N#C[S-],0.381,CCCC[n+]1ccn(C)c1,N#C[S-]
298.15,3801.3,CC[NH+]1C=CN=C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.541,CC[NH+]1C=CN=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
324.15,4000.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.4632,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
333.36,7800.0,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],0.406,CCCC[n+]1ccn(C)c1,COCCOCCOS(=O)(=O)[O-]
298.17,849.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.224,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,900.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.19,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
293.26,33260.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.801,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,51160.0,CC[n+]1ccn(C)c1.N#C[S-],0.435,CC[n+]1ccn(C)c1,N#C[S-]
313.15,3995.2,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.541,CC[N+](C)(C)CCOCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,195.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0443,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
303.15,1389.0,CCCC[n+]1ccccc1.F[B-](F)(F)F,0.187,CCCC[n+]1ccccc1,F[B-](F)(F)F
323.15,9078.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.726,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,1099.5,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.254,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
302.37,2170.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.299,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
293.15,250.0,C=C[n+]1ccn(CCCC)c1.O=C([O-])C1CCCN1,0.238,C=C[n+]1ccn(CCCC)c1,O=C([O-])C1CCCN1
313.15,653.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.1256,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
323.18,810.0,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO.C[NH3+],0.03,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-]
343.15,199.9,C=CC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.028,C=CC[n+]1cc[nH]c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,99.8,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.019,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,318.8,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.018,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
353.15,2637.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.2054,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
363.14,27160.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.85,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.1,4810.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.652,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
328.1,7400.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.502,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
313.15,1805.6,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.0956,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.15,3864.0,COCC[NH+]1C=CN(C)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.9437,COCC[NH+]1C=CN(C)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,60.9,C=C[n+]1ccn(CCCC)c1.NCC(=O)[O-],0.234,C=C[n+]1ccn(CCCC)c1,NCC(=O)[O-]
338.06,5730.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.395,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
323.15,499.0,COCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0999,COCCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.1,8892.0,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],0.416,CCCC[n+]1ccn(C)c1,O=[N+]([O-])[O-]
333.89,7010.0,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.6007,CCCCCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
308.15,100.0,CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.026,CCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.2,5750.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.77,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
278.15,1648.6,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.498,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
313.15,7390.0,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.378,CC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
353.15,4180.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.18,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
318.15,1400.0,C[NH+](CCO)CCO.[Cl-],0.6197,C[NH+](CCO)CCO,[Cl-]
313.15,1900.2,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.333,CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.44,4496.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.507,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
318.2,1000.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.15,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.2,3130.0,CCCCCCS(=O)(=O)OF.CCCC[n+]1ccn(C)c1,0.202,CCCC[n+]1ccn(C)c1,CCCC[n+]1ccn(C)c1
293.2,368.0,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.0382,CCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
333.15,6407.3,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.54,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
303.85,1700.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.3566,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
343.23,4171.1,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.3,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
303.15,150.0,C=C[n+]1ccn(CCCC)c1.NC(Cc1c[nH]cn1)C(=O)[O-],0.202,C=C[n+]1ccn(CCCC)c1,NC(Cc1c[nH]cn1)C(=O)[O-]
373.2,2090.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.246,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
333.08,3.72,CCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0014,CCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
298.2,4930.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.477,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
298.2,1299.6,CC(C)C(=O)[O-].CCCC[n+]1ccn(C)c1,0.349,CCCC[n+]1ccn(C)c1,CC(C)C(=O)[O-]
343.15,41900.0,CC[n+]1ccn(C)c1.N#C[N-]C#N,0.521,CC[n+]1ccn(C)c1,N#C[N-]C#N
363.24,1066.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.169,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,2550.0,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4431,CCCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,5570.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.7051,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
353.01,25480.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.85,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,12800.0,CCCCCC[NH+]1C=CN(C)C1.[Br-],0.489,CCCCCC[NH+]1C=CN(C)C1,[Br-]
333.25,4440.0,CN(C)C1=C(N(C)C)C1N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.495,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.1,3.17,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0018,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
373.15,11600.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5605,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.2,10500.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.713,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,500.0,CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.099,CCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
293.2,2139.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1.1827,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
303.2,5170.0,CC[NH+]1C=CN(C)C1.O=S(=O)([O-])C(F)(F)C(F)F,0.463,CC[NH+]1C=CN(C)C1,O=S(=O)([O-])C(F)(F)C(F)F
298.2,2950.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.514,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,1510.0,CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.338,CCCC[n+]1ccn(C)c1,CC(=O)[O-]
393.1,4076.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.561,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
373.15,12610.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.417,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
283.15,400.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1363,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,2510.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.521,CC[n+]1ccn(C)c1,CC(=O)[O-]
323.15,7040.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.551,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
347.81,16880.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.6019,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
313.15,1060.0,CC[n+]1ccn(C)c1.N#C[N-]C#N,0.171,CC[n+]1ccn(C)c1,N#C[N-]C#N
298.1,50.1,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.008,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
343.15,3110.0,CC[n+]1ccn(C)c1.N#C[N-]C#N,0.242,CC[n+]1ccn(C)c1,N#C[N-]C#N
323.15,893.0,CCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1174,CCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
333.15,2530.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.3644,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
313.15,1675.3,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.943,CC[n+]1ccn(C)c1,F[B-](F)(F)F
303.22,7700.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.758,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#C[N-]C#N
363.15,92000.0,CC[n+]1ccn(C)c1.N#C[N-]C#N,0.585,CC[n+]1ccn(C)c1,N#C[N-]C#N
323.2,1310.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,0.205,c1ccc(C[n+]2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,2623.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.15,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
338.15,4022.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.443,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,900.0,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,0.161,CCCC[n+]1ccn(C)c1C,F[B-](F)(F)F
344.55,14400.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7315,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
344.55,12800.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7536,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.1,1500.0,CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.42,CCCC[n+]1ccn(C)c1,CC(=O)[O-]
303.15,61900.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.741,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
345.68,3305.0,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.1491,CCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
322.5,640.0,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.1097,CCCC[N+]1(C)CCCC1,N#C[N-]C#N
363.26,4040.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.396,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#C[N-]C#N
410.85,6540.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.303,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.24,61200.0,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.895,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
323.15,19.9,C[NH+]1C=CN(CCCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.004,C[NH+]1C=CN(CCCO)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,250.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0483,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.02,798.0,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,0.084,CC[n+]1ccn(C)c1,CCOP(=O)([O-])OCC
333.0,1620.0,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.174,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
303.15,399.9,CC[N+](C)(C)CCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.11,CC[N+](C)(C)CCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.0,10190.0,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.616,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
313.15,3882.1,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,0.317,CCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
308.15,394.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0725,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
298.15,1793.0,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.2699,CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
323.15,2170.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.239,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
298.15,482.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.084,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
322.15,5060.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1.97,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
323.15,294.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.034,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
353.15,800.0,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1983,CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.25,1493.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.1406,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
324.15,4550.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5568,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,3420.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1.8052,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
